what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.springframework.ide.eclipse.webflow.ui.graph,2.7.0.201107040453-RELEASE,"org.springframework.ide.eclipse.webflow.ui.graph",1330049342833
stopped,bundle,org.springframework.ide.eclipse.webflow.ui.editor,2.7.0.201107040453-RELEASE,"org.springframework.ide.eclipse.webflow.ui.editor",1330049342833
stopped,bundle,org.springframework.ide.eclipse.webflow.core,2.7.0.201107040453-RELEASE,"org.springframework.ide.eclipse.webflow.core",1330049342833
stopped,bundle,org.springframework.ide.eclipse.batch,2.7.0.201107040453-RELEASE,"org.springframework.ide.eclipse.batch",1330049342833
stopped,bundle,org.springframework.ide.eclipse.aop.ui.matcher,2.7.0.201107040453-RELEASE,"org.springframework.ide.eclipse.aop.ui.matcher",1330049342833
stopped,bundle,org.springframework.ide.eclipse.aop.ui,2.7.0.201107040453-RELEASE,"org.springframework.ide.eclipse.aop.ui",1330049342834
stopped,bundle,org.springframework.ide.eclipse.security,2.7.0.201107040453-RELEASE,"org.springframework.ide.eclipse.security",1330049342834
stopped,bundle,org.springframework.ide.eclipse.aop.core,2.7.0.201107040453-RELEASE,"org.springframework.ide.eclipse.aop.core",1330049342834
stopped,bundle,org.springframework.ide.eclipse.beans.ui.autowire,2.7.0.201107040453-RELEASE,"org.springframework.ide.eclipse.beans.ui.autowire",1330049342834
stopped,bundle,org.springframework.ide.eclipse.beans.core.autowire,2.7.0.201107040453-RELEASE,"org.springframework.ide.eclipse.beans.core.autowire",1330049342834
stopped,bundle,org.springframework.ide.eclipse.beans.ui.refactoring,2.7.0.201107040453-RELEASE,"org.springframework.ide.eclipse.beans.ui.refactoring",1330049342834
stopped,bundle,org.springframework.ide.eclipse.integration,2.7.0.201107040453-RELEASE,"org.springframework.ide.eclipse.integration",1330049342834
stopped,bundle,org.springframework.ide.eclipse.osgi,2.7.0.201107040453-RELEASE,"org.springframework.ide.eclipse.osgi",1330049342834
stopped,bundle,org.springframework.ide.eclipse.beans.ui.editor,2.7.0.201107040453-RELEASE,"org.springframework.ide.eclipse.beans.ui.editor",1330049342834
stopped,bundle,org.springframework.ide.eclipse.beans.ui.graph,2.7.0.201107040453-RELEASE,"org.springframework.ide.eclipse.beans.ui.graph",1330049342834
stopped,bundle,org.springframework.ide.eclipse.beans.ui.search,2.7.0.201107040453-RELEASE,"org.springframework.ide.eclipse.beans.ui.search",1330049342834
stopped,bundle,org.springframework.ide.eclipse.beans.ui,2.7.0.201107040453-RELEASE,"org.springframework.ide.eclipse.beans.ui",1330049342835
stopped,bundle,org.springframework.ide.eclipse.beans.core.metadata,2.7.0.201107040453-RELEASE,"org.springframework.ide.eclipse.beans.core.metadata",1330049342835
stopped,bundle,org.springframework.ide.eclipse.beans.core,2.7.0.201107040453-RELEASE,"org.springframework.ide.eclipse.beans.core",1330049342835
stopped,bundle,org.springframework.ide.eclipse.ui,2.7.0.201107040453-RELEASE,"org.springframework.ide.eclipse.ui",1330049342835
stopped,bundle,org.springframework.ide.eclipse.core,2.7.0.201107040453-RELEASE,"org.springframework.ide.eclipse.core",1330049342835
stopped,bundle,org.eclipse.datatools.enablement.hsqldb.ui,1.0.0.v200906020900,"org.eclipse.datatools.enablement.hsqldb.ui",1330049342836
stopped,bundle,org.eclipse.datatools.enablement.ingres.ui,1.0.0.v201105270214,"org.eclipse.datatools.enablement.ingres.ui",1330049342838
stopped,bundle,org.eclipse.datatools.enablement.postgresql.ui,1.0.0.v200906020900,"org.eclipse.datatools.enablement.postgresql.ui",1330049342838
stopped,bundle,org.eclipse.datatools.enablement.sqlite.ui,1.0.0.v200906020900,"org.eclipse.datatools.enablement.sqlite.ui",1330049342839
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1330049370862
started,bundle,org.eclipse.osgi,3.6.0.v20100517,"org.eclipse.osgi",1330049370863
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1330049370863
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1330049370863
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1330049370863
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1330049370863
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1330049370863
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1330049370863
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1330049370863
started,bundle,org.eclipse.core.filesystem,1.3.0.v20100526-0737,"org.eclipse.core.filesystem",1330049370863
started,bundle,org.eclipse.core.jobs,3.5.0.v20100515,"org.eclipse.core.jobs",1330049370863
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1330049370863
started,bundle,org.eclipse.core.resources,3.6.0.v20100526-0737,"org.eclipse.core.resources",1330049370863
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1330049370863
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1330049370863
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1330049370863
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1330049370863
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1330049370863
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,"org.eclipse.emf.ecore.xmi",1330049370863
started,bundle,org.eclipse.equinox.app,1.3.0.v20100512,"org.eclipse.equinox.app",1330049370863
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1330049370863
started,bundle,org.eclipse.equinox.ds,1.2.0.v20100507,"org.eclipse.equinox.ds",1330049370863
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1330049370863
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20100503,"org.eclipse.equinox.frameworkadmin",1330049370863
started,bundle,org.eclipse.equinox.p2.core,2.0.0.v20100510,"org.eclipse.equinox.p2.core",1330049370863
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.200.v20100601,"org.eclipse.equinox.p2.directorywatcher",1330049370863
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1330049370863
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1330049370863
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1330049370863
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1330049370863
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1330049370863
started,bundle,org.eclipse.equinox.p2.repository,2.0.0.v20100519,"org.eclipse.equinox.p2.repository",1330049370863
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1330049370863
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.100.v20100503a,"org.eclipse.equinox.p2.updatechecker",1330049370863
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1330049370863
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1330049370863
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1330049370863
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20100503,"org.eclipse.equinox.simpleconfigurator.manipulator",1330049370863
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1330049370863
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1330049370863
started,bundle,org.eclipse.jdt.core,3.6.0.v_A58,"org.eclipse.jdt.core",1330049370863
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1330049370863
started,bundle,org.eclipse.jdt.junit.core,3.6.0.v20100526-0800,"org.eclipse.jdt.junit.core",1330049370863
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1330049370863
started,bundle,org.eclipse.jdt.launching.macosx,3.2.100.v20100505,"org.eclipse.jdt.launching.macosx",1330049370863
started,bundle,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui",1330049370863
started,bundle,org.eclipse.jem,2.0.400.v201005110200,"org.eclipse.jem",1330049370863
started,bundle,org.eclipse.jface,3.6.0.I20100601-0800,"org.eclipse.jface",1330049370864
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1330049370864
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1330049370864
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice.ui",1330049370864
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1330049370864
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1330049370864
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1330049370864
started,bundle,org.eclipse.mylyn.commons.net,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.net",1330049370864
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1330049370864
started,bundle,org.eclipse.mylyn.context.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.core",1330049370864
started,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.ui",1330049370864
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1330049370864
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui",1330049370864
started,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1330049370864
started,bundle,org.eclipse.team.core,3.5.100.I20100527-0800,"org.eclipse.team.core",1330049370864
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1330049370864
started,bundle,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui",1330049370864
started,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1330049370864
started,bundle,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui",1330049370864
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1330049370864
started,bundle,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.editors",1330049370864
